s_time,label,fname
673528,3,ABI-Shreyas-21-09-19_20190921_033411.mff
679528,9,ABI-Shreyas-21-09-19_20190921_033411.mff
685526,6,ABI-Shreyas-21-09-19_20190921_033411.mff
691526,0,ABI-Shreyas-21-09-19_20190921_033411.mff
697525,6,ABI-Shreyas-21-09-19_20190921_033411.mff
703524,2,ABI-Shreyas-21-09-19_20190921_033411.mff
709523,9,ABI-Shreyas-21-09-19_20190921_033411.mff
715523,2,ABI-Shreyas-21-09-19_20190921_033411.mff
721522,3,ABI-Shreyas-21-09-19_20190921_033411.mff
727521,5,ABI-Shreyas-21-09-19_20190921_033411.mff
733522,3,ABI-Shreyas-21-09-19_20190921_033411.mff
739521,1,ABI-Shreyas-21-09-19_20190921_033411.mff
745520,0,ABI-Shreyas-21-09-19_20190921_033411.mff
751520,0,ABI-Shreyas-21-09-19_20190921_033411.mff
757518,2,ABI-Shreyas-21-09-19_20190921_033411.mff
763517,7,ABI-Shreyas-21-09-19_20190921_033411.mff
769517,4,ABI-Shreyas-21-09-19_20190921_033411.mff
775516,8,ABI-Shreyas-21-09-19_20190921_033411.mff
781514,4,ABI-Shreyas-21-09-19_20190921_033411.mff
787514,4,ABI-Shreyas-21-09-19_20190921_033411.mff
793514,7,ABI-Shreyas-21-09-19_20190921_033411.mff
799512,1,ABI-Shreyas-21-09-19_20190921_033411.mff
805511,2,ABI-Shreyas-21-09-19_20190921_033411.mff
811511,9,ABI-Shreyas-21-09-19_20190921_033411.mff
817510,0,ABI-Shreyas-21-09-19_20190921_033411.mff
823508,8,ABI-Shreyas-21-09-19_20190921_033411.mff
829507,8,ABI-Shreyas-21-09-19_20190921_033411.mff
835507,4,ABI-Shreyas-21-09-19_20190921_033411.mff
841506,8,ABI-Shreyas-21-09-19_20190921_033411.mff
847505,4,ABI-Shreyas-21-09-19_20190921_033411.mff
853505,8,ABI-Shreyas-21-09-19_20190921_033411.mff
859504,2,ABI-Shreyas-21-09-19_20190921_033411.mff
865503,6,ABI-Shreyas-21-09-19_20190921_033411.mff
871502,6,ABI-Shreyas-21-09-19_20190921_033411.mff
877502,6,ABI-Shreyas-21-09-19_20190921_033411.mff
883500,6,ABI-Shreyas-21-09-19_20190921_033411.mff
889500,3,ABI-Shreyas-21-09-19_20190921_033411.mff
895498,7,ABI-Shreyas-21-09-19_20190921_033411.mff
901497,9,ABI-Shreyas-21-09-19_20190921_033411.mff
907497,2,ABI-Shreyas-21-09-19_20190921_033411.mff
913496,7,ABI-Shreyas-21-09-19_20190921_033411.mff
919496,6,ABI-Shreyas-21-09-19_20190921_033411.mff
925511,4,ABI-Shreyas-21-09-19_20190921_033411.mff
953559,6,ABI-Shreyas-21-09-19_20190921_033411.mff
959557,8,ABI-Shreyas-21-09-19_20190921_033411.mff
965556,9,ABI-Shreyas-21-09-19_20190921_033411.mff
971554,9,ABI-Shreyas-21-09-19_20190921_033411.mff
977555,5,ABI-Shreyas-21-09-19_20190921_033411.mff
983554,3,ABI-Shreyas-21-09-19_20190921_033411.mff
989553,8,ABI-Shreyas-21-09-19_20190921_033411.mff
995552,7,ABI-Shreyas-21-09-19_20190921_033411.mff
1001551,1,ABI-Shreyas-21-09-19_20190921_033411.mff
1007550,4,ABI-Shreyas-21-09-19_20190921_033411.mff
1013550,6,ABI-Shreyas-21-09-19_20190921_033411.mff
1019550,2,ABI-Shreyas-21-09-19_20190921_033411.mff
1025548,5,ABI-Shreyas-21-09-19_20190921_033411.mff
1031548,1,ABI-Shreyas-21-09-19_20190921_033411.mff
1037546,2,ABI-Shreyas-21-09-19_20190921_033411.mff
1043545,9,ABI-Shreyas-21-09-19_20190921_033411.mff
1049545,3,ABI-Shreyas-21-09-19_20190921_033411.mff
1055545,7,ABI-Shreyas-21-09-19_20190921_033411.mff
1061544,1,ABI-Shreyas-21-09-19_20190921_033411.mff
1067543,1,ABI-Shreyas-21-09-19_20190921_033411.mff
1073543,4,ABI-Shreyas-21-09-19_20190921_033411.mff
1079540,9,ABI-Shreyas-21-09-19_20190921_033411.mff
1085541,1,ABI-Shreyas-21-09-19_20190921_033411.mff
1091540,6,ABI-Shreyas-21-09-19_20190921_033411.mff
1097539,7,ABI-Shreyas-21-09-19_20190921_033411.mff
1103537,1,ABI-Shreyas-21-09-19_20190921_033411.mff
1109536,7,ABI-Shreyas-21-09-19_20190921_033411.mff
1115537,3,ABI-Shreyas-21-09-19_20190921_033411.mff
1121535,6,ABI-Shreyas-21-09-19_20190921_033411.mff
1127535,0,ABI-Shreyas-21-09-19_20190921_033411.mff
1133534,9,ABI-Shreyas-21-09-19_20190921_033411.mff
1139533,8,ABI-Shreyas-21-09-19_20190921_033411.mff
1145533,3,ABI-Shreyas-21-09-19_20190921_033411.mff
1151532,3,ABI-Shreyas-21-09-19_20190921_033411.mff
1157531,4,ABI-Shreyas-21-09-19_20190921_033411.mff
1163530,5,ABI-Shreyas-21-09-19_20190921_033411.mff
1169529,3,ABI-Shreyas-21-09-19_20190921_033411.mff
1175529,3,ABI-Shreyas-21-09-19_20190921_033411.mff
1181528,9,ABI-Shreyas-21-09-19_20190921_033411.mff
1187527,0,ABI-Shreyas-21-09-19_20190921_033411.mff
1193525,0,ABI-Shreyas-21-09-19_20190921_033411.mff
1199524,8,ABI-Shreyas-21-09-19_20190921_033411.mff
1205524,9,ABI-Shreyas-21-09-19_20190921_033411.mff
1211524,0,ABI-Shreyas-21-09-19_20190921_033411.mff
1217522,6,ABI-Shreyas-21-09-19_20190921_033411.mff
1223522,7,ABI-Shreyas-21-09-19_20190921_033411.mff
1229521,4,ABI-Shreyas-21-09-19_20190921_033411.mff
1235520,0,ABI-Shreyas-21-09-19_20190921_033411.mff
1241519,1,ABI-Shreyas-21-09-19_20190921_033411.mff
1247518,6,ABI-Shreyas-21-09-19_20190921_033411.mff
8908,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
14907,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
20906,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
26905,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
32904,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
38904,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
44902,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
50901,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
56900,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
62900,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
68899,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
74897,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
80897,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
86896,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
92895,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
98894,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
104893,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
110894,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
116893,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
122892,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
128891,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
134890,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
140889,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
146889,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
152888,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
158887,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
164886,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
170885,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
176884,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
182882,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
188882,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
194881,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
200882,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
206879,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
212879,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
218878,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
224876,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
230876,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
236875,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
242874,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
248873,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
254871,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
260871,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
266870,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
272869,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
278868,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
284868,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
290866,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
296865,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
302865,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
323378,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
329378,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
335377,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
341376,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
347374,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
353374,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
359373,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
365372,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
371371,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
377371,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
383370,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
389368,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
395366,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
401366,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
407366,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
413365,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
419364,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
425363,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
431362,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
437361,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
443360,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
449359,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
455359,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
461358,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
467356,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
473355,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
479355,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
485353,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
491353,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
497353,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
503352,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
509350,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
515349,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
521348,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
527347,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
533346,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
539345,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
545345,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
551343,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
557342,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
563342,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
569341,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
575341,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
581339,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
587339,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
593338,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
599337,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
605336,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
611335,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
617334,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
642795,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
648794,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
654793,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
660792,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
666791,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
672791,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
678789,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
684788,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
690788,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
696787,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
702786,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
708785,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
714784,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
720783,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
726782,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
732781,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
738782,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
744781,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
750780,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
756780,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
762778,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
768778,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
774777,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
780776,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
786775,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
792774,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
798773,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
804772,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
810772,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
816770,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
822769,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
828769,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
834767,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
840767,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
846766,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
852764,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
858764,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
864764,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
870762,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
876761,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
882761,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
888759,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
894759,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
900757,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
906757,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
912755,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
918759,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
924754,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
930752,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
936752,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
966281,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
972280,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
978280,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
984279,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
990278,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
996277,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1002275,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1008275,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1014274,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1020272,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1026272,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1032271,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1038270,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1044269,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1050267,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1056268,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1062266,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1068265,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1074264,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1080263,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1086262,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1092262,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1098260,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1104261,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1110260,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1116259,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1122258,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1128257,3,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1134256,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1140255,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1146254,4,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1152253,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1158251,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1164251,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1170250,9,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1176249,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1182249,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1188248,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1194247,1,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1200246,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1206244,6,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1212243,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1218242,8,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1224242,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1230241,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1236240,0,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1242240,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1248238,5,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1254238,7,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
1260236,2,ABI2-Ashutosh-25-Sept-2019_20190925_104849.mff
7153,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
13152,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
19150,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
25149,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
31148,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
37147,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
43146,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
49146,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
55146,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
61144,0,ABI2-Pranali-23-Sept-19_20190923_110343.mff
67143,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
73142,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
79141,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
85141,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
91139,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
97139,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
103138,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
109138,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
115137,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
121136,0,ABI2-Pranali-23-Sept-19_20190923_110343.mff
127136,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
133135,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
139134,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
145134,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
151132,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
157132,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
163131,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
169130,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
175129,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
181127,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
187126,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
193124,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
199124,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
205124,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
211123,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
217122,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
223122,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
229121,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
235120,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
241119,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
247118,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
253117,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
259116,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
265115,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
271114,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
277114,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
283112,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
289112,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
295110,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
301110,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
345720,0,ABI2-Pranali-23-Sept-19_20190923_110343.mff
351719,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
357718,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
363717,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
369716,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
375714,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
381714,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
387713,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
393712,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
399711,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
405710,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
411710,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
417708,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
423708,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
429706,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
435706,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
441705,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
447705,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
453702,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
459703,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
465701,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
471702,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
477698,0,ABI2-Pranali-23-Sept-19_20190923_110343.mff
483698,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
489699,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
495696,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
501696,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
507696,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
513695,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
519693,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
525692,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
531692,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
537691,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
543689,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
549688,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
555688,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
561686,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
567685,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
573684,4,ABI2-Pranali-23-Sept-19_20190923_110343.mff
579684,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
585683,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
591683,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
597682,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
603681,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
609679,9,ABI2-Pranali-23-Sept-19_20190923_110343.mff
615679,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
621678,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
627676,7,ABI2-Pranali-23-Sept-19_20190923_110343.mff
633675,3,ABI2-Pranali-23-Sept-19_20190923_110343.mff
639676,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
773505,2,ABI2-Pranali-23-Sept-19_20190923_110343.mff
779503,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
785504,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
791502,0,ABI2-Pranali-23-Sept-19_20190923_110343.mff
797502,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
803500,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
809499,0,ABI2-Pranali-23-Sept-19_20190923_110343.mff
815498,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
821497,8,ABI2-Pranali-23-Sept-19_20190923_110343.mff
827496,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
833496,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
839495,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
845493,5,ABI2-Pranali-23-Sept-19_20190923_110343.mff
851493,1,ABI2-Pranali-23-Sept-19_20190923_110343.mff
857491,6,ABI2-Pranali-23-Sept-19_20190923_110343.mff
